2.149014245903369869e+00,1.958520709648644553e+00
2.194306561430207747e+00,2.456908956922407405e+00
1.929753987582999208e+00,1.929758912915245928e+00
2.473763844652217436e+00,2.230230418745872800e+00
1.859157684219514328e+00,2.162768013075789586e+00
1.860974692156261323e+00,1.860281073928923057e+00
2.072588681469810012e+00,1.426015926602660633e+00
1.482524650246090037e+00,1.831313741227708292e+00
1.696150663899672839e+00,2.094274199778582091e+00
1.727592777343636810e+00,1.576308889599412622e+00
2.439694630676465970e+00,1.932267109854039377e+00
2.020258461406377215e+00,1.572575544135963010e+00
1.836685182642445291e+00,2.033276776912959605e+00
1.654701926773309184e+00,2.112709405503701454e+00
1.819808393024358484e+00,1.912491875062017010e+00
1.819488016331180846e+00,2.555683455352681044e+00
1.995950832578619716e+00,1.682686721313229938e+00
2.246763473630956742e+00,1.633746905008693240e+00
2.062659078501426713e+00,1.412098962836067395e+00
1.601544185330470826e+00,2.059058370760737056e+00
2.221539973998623019e+00,2.051410484356991137e+00
1.965305515283527926e+00,1.909668891323213380e+00
1.556443402889771788e+00,1.784046737481587375e+00
1.861808368712063677e+00,2.317136667865674848e+00
2.103085486870538645e+00,1.471087953391179814e+00
2.097225190818438278e+00,1.884475315875105084e+00
1.796923399908212371e+00,2.183502886652260333e+00
2.309299856748785462e+00,2.279384035734859371e+00
1.748234743033208360e+00,1.907236287244635564e+00
2.099379029421069021e+00,2.292663538136707757e+00
1.856247728646412964e+00,1.944302307000854935e+00
1.668099507798191494e+00,1.641138012775798849e+00
2.243757746718259227e+00,2.406872008571246724e+00
1.978396963525899777e+00,2.301059869367607202e+00
2.108490807514290299e+00,1.806464073618462729e+00
2.108418681652524107e+00,2.461410969939790583e+00
1.989252188267014443e+00,2.469393096744201710e+00
1.214076468773076733e+00,2.246570751312567005e+00
2.026114120471451230e+00,1.910297794860239762e+00
2.027528232960650545e+00,1.403729325619732293e+00
1.934098433648746340e+00,2.107133771453523874e+00
2.443368213422454804e+00,1.844518934517905828e+00
1.757451919132043683e+00,1.849472886924639070e+00
2.274620635310622419e+00,2.098625332897905427e+00
1.841071938869888402e+00,2.153980229934006729e+00
2.029123264804411964e+00,2.290593497159866931e+00
1.789384071836794377e+00,1.901701356020669476e+00
1.882367554060352610e+00,1.560945515560364427e+00
2.088836083119372855e+00,2.078316581653966821e+00
2.001534036992738130e+00,1.929623859987456003e+00
1.575388777384875816e+00,1.873806403170392265e+00
1.897185645041969071e+00,1.759316819233514462e+00
1.951614286500197304e+00,2.121215257044361646e+00
2.565855770363159039e+00,2.052373343849551723e+00
2.077265117216829271e+00,1.977666225270149791e+00
1.424368635410287576e+00,1.992045837365234995e+00
2.018069062982307926e+00,2.738972633745585750e+00
1.942291710565663188e+00,2.090464202700083707e+00
1.989586469088427068e+00,1.649396588714140410e+00
2.342846844354506075e+00,2.225579909806032042e+00
2.237309584112914251e+00,1.727183763561578322e+00
2.420838293280829667e+00,1.579444681162315733e+00
2.176057128140080899e+00,2.657136687742993608e+00
1.702839102460793619e+00,1.830110681119168525e+00
2.029895409526292216e+00,1.848957303765140336e+00
1.534800970680160193e+00,2.020568892441808373e+00
1.681308885882168536e+00,2.142077729190554614e+00
1.724172729729859022e+00,2.464980321505261696e+00
1.765024012299128975e+00,1.903381545138297382e+00
2.244055165210900871e+00,1.630740705069813501e+00
2.068237980381238739e+00,2.392142826284728407e+00
1.517755029631631780e+00,2.055390157559691122e+00
2.077964838274527271e+00,2.234546861533193152e+00
1.628914786736575415e+00,1.603863016074717152e+00
2.156582469685069281e+00,2.089095401969955912e+00
2.075147855103762762e+00,2.103934462849092579e+00
1.795992583526452746e+00,2.069676109148300913e+00
2.087921741989604563e+00,1.785694574592089579e+00
2.559732353343426858e+00,2.142149876273536258e+00
1.642608950839205439e+00,2.196966082590148694e+00
1.707595498931803624e+00,2.236125381122735511e+00
2.347578673702221064e+00,1.753795304494486951e+00
2.289012838773296643e+00,2.123834278080949378e+00
2.246618047998346857e+00,2.569037894796184052e+00
1.926383565199138781e+00,1.773879150692753148e+00
1.733145671112342967e+00,1.755256914510368471e+00
1.976869487175768825e+00,2.102345592444993194e+00
2.083007239799005816e+00,2.248154974710807164e+00
2.003900567563372093e+00,2.436060223147195281e+00
1.920602950028613254e+00,2.816050749976885648e+00
2.187700204329501741e+00,1.742852733075115346e+00
1.678732250581666197e+00,2.144741724572955643e+00
1.932961164402244636e+00,2.214200148227627452e+00
2.141971287372063326e+00,1.978151326202938209e+00
1.745961884579478429e+00,1.545545832594240609e+00
1.866045514379893744e+00,2.256919638297041786e+00
2.064228123239061130e+00,1.626278366386403551e+00
2.051954277755354550e+00,2.115595213918651130e+00
1.734842769139660179e+00,2.046117531783658183e+00
2.017462615533800019e+00,1.657108910650813005e+00
-1.850985754096630131e+00,-2.041479290351355225e+00
-1.805693438569792253e+00,-1.543091043077592373e+00
-2.070246012417000792e+00,-2.070241087084754295e+00
-1.526236155347782564e+00,-1.769769581254127422e+00
-2.140842315780485450e+00,-1.837231986924210636e+00
-2.139025307843738677e+00,-2.139718926071076943e+00
-1.927411318530189765e+00,-2.573984073397339145e+00
-2.517475349753909963e+00,-2.168686258772291708e+00
-2.303849336100327161e+00,-1.905725800221417909e+00
-2.272407222656363412e+00,-2.423691110400587601e+00
-1.560305369323533808e+00,-2.067732890145960845e+00
-1.979741538593622785e+00,-2.427424455864036990e+00
-2.163314817357554709e+00,-1.966723223087040173e+00
-2.345298073226691038e+00,-1.887290594496298324e+00
-2.180191606975641516e+00,-2.087508124937983212e+00
-2.180511983668818932e+00,-1.444316544647318734e+00
-2.004049167421380062e+00,-2.317313278686770062e+00
-1.753236526369043258e+00,-2.366253094991306760e+00
-1.937340921498573287e+00,-2.587901037163932827e+00
-2.398455814669528952e+00,-1.940941629239262944e+00
-1.778460026001376981e+00,-1.948589515643008863e+00
-2.034694484716472296e+00,-2.090331108676786620e+00
-2.443556597110227990e+00,-2.215953262518412625e+00
-2.138191631287936101e+00,-1.682863332134325374e+00
-1.896914513129461577e+00,-2.528912046608819963e+00
